word	concreteness	familiarity	imageability	age_of_acquisition	freq_zh	log_freq_zh	context_div_zh	freq_mn
胳膊	5.65	6.576923	5.85	6.2105263157894735	2522.0	29274.0	591.0	3
食品	5.3	6.821429	5.75	7.0	2027.0	28325.0	467.0	2
车脸	NA	NA	NA	NA	NA	NA	NA	1
披萨和刀	NA	NA	NA	NA	NA	NA	NA	1
步行道	NA	NA	NA	NA	NA	NA	NA	1
游戏手控	NA	NA	NA	NA	NA	NA	NA	1
衣帽	NA	NA	NA	NA	21.0	8451.0	6.0	1
西装套装	NA	NA	NA	NA	NA	NA	NA	1
救生服	NA	NA	NA	NA	NA	NA	NA	1
划艇	5.55	NA	5.45	NA	6.0	1301.0	15.0	8
雪撬棒	NA	NA	NA	NA	NA	NA	NA	1
中年黑人	NA	NA	NA	NA	NA	NA	NA	1
车道	NA	5.346154	NA	10.95	668.0	23502.0	180.0	1
地面	5.35	6.75	5.5	8.105263157894736	1687.0	27528.0	402.0	4
男女	5.6	6.12766	5.05	7.666666666666667	85.0	24548.0	242.0	1
网球选手	NA	NA	NA	NA	NA	NA	NA	9
自拍照	NA	NA	NA	NA	NA	NA	NA	1
西装	6.1	5.259259	5.65	10.625	1717.0	27604.0	368.0	156
上床下桌	NA	NA	NA	NA	NA	NA	NA	1
滑浪板	NA	NA	NA	NA	NA	NA	NA	1
播放	4.9	5.96	4.35	7.947368421052632	1467.0	2692.0	374.0	1
商场	5.7	6.583333	5.5	11.1875	1324.0	26474.0	262.0	1
盒饭	NA	6.392857	NA	11.4	69.0	13617.0	12.0	1
闲聊	4.95	6.111111	4.5	10.2631579	513.0	22355.0	152.0	1
事故	3.8	6.264706	3.95	9.631578947368421	4284.0	31575.0	766.0	1
鸡蛋	5.75	6.666667	5.8	7.75	2143.0	28567.0	424.0	15
人狗	NA	NA	NA	NA	NA	NA	NA	1
人头	NA	5.642857	NA	8.105263157894736	423.0	21523.0	114.0	4
男人和女人	NA	NA	NA	NA	NA	NA	NA	2
引擎盖	NA	NA	NA	NA	104.0	15441.0	29.0	26
走路廊	NA	NA	NA	NA	NA	NA	NA	1
小学生	NA	6.26087	NA	NA	149.0	1699.0	46.0	2
笼子	5.4	6.352941	5.15	6.0	1014.0	25315.0	205.0	1
鸡蛋饼	NA	NA	NA	NA	NA	NA	NA	3
大象	5.75	6.09125	6.55	8.08695652173913	124.0	26191.0	185.0	2
比萨	NA	NA	NA	NA	73.0	23892.0	142.0	104
母婴	NA	5.75	NA	11.863636363636363	3.0	0.0	1.0	1
手套	5.9	6.392857	5.45	7.666666666666667	2015.0	28299.0	417.0	28
人行通道	NA	NA	NA	NA	NA	NA	NA	1
苹果	6.2	6.914286	6.0	6.0	2283.0	28842.0	446.0	2
水面	5.35	6.076923	5.7	NA	56.0	22742.0	149.0	2
睡觉	5.8	6.68	5.55	4.6	11921.0	3602.0	2233.0	1
推车	6.2	NA	4.7	NA	NA	NA	NA	6
花色衣服	NA	NA	NA	NA	NA	NA	NA	1
圆饼	5.75	NA	5.2	NA	NA	NA	NA	1
红色礼服	NA	NA	NA	NA	NA	NA	NA	3
电杆	NA	NA	NA	NA	6.0	301.0	2.0	1
毕业服	NA	NA	NA	NA	NA	NA	NA	1
大头菜	NA	NA	NA	NA	24.0	9031.0	5.0	1
毕业袍	NA	NA	NA	NA	NA	NA	NA	1
蛋清糖霜	NA	NA	NA	NA	NA	NA	NA	1
照片点击	NA	NA	NA	NA	NA	NA	NA	1
外套	5.6	6.75	5.7	7.318181818181818	2579.0	2937.0	567.0	65
苹果配件	NA	NA	NA	NA	NA	NA	NA	1
运动员的腿	NA	NA	NA	NA	NA	NA	NA	1
滑雪衣	NA	NA	NA	NA	NA	NA	NA	1
速度	5.65	5.666667	3.65	7.636363636363637	4272.0	31562.0	974.0	1
女生	5.25	6.807692	5.45	5.0	5038.0	32279.0	776.0	35
洗车场	NA	NA	NA	NA	NA	NA	NA	1
咖啡厅	NA	NA	NA	NA	NA	NA	NA	3
击球手	NA	NA	NA	NA	NA	NA	NA	4
酒柜台	NA	NA	NA	NA	NA	NA	NA	1
螺旋桨飞机	NA	NA	NA	NA	NA	NA	NA	1
双人床	NA	6.0	NA	12.407407407407407	66.0	13424.0	19.0	3
窗	NA	NA	NA	NA	1571.0	27218.0	411.0	2
酱料	NA	NA	NA	NA	NA	NA	NA	5
箱子	5.55	6.8	5.95	6.173913043478261	4486.0	31775.0	636.0	7
正装	NA	NA	NA	NA	NA	NA	NA	2
回教少女	NA	NA	NA	NA	NA	NA	NA	1
袍	NA	NA	NA	NA	498.0	22227.0	113.0	3
朋友	5.55	6.818182	5.05	9.25	77555.0	44153.0	5439.0	3
绿夹克	NA	NA	NA	NA	NA	NA	NA	1
屁股	5.8	5.923077	5.65	6.238095238095238	11339.0	35802.0	1753.0	1
棒球小子	NA	NA	NA	NA	NA	NA	NA	2
餐馆	5.95	6.4	5.75	10.421052631578947	3446.0	3063.0	614.0	17
圈圈	NA	NA	NA	NA	167.0	17482.0	44.0	2
酒吧台	NA	NA	NA	NA	NA	NA	NA	1
男运动员	NA	NA	NA	NA	NA	NA	NA	2
尾巴	5.45	5.954545	5.8	8.904761904761905	1163.0	25911.0	268.0	5
燕麦饼干	NA	NA	NA	NA	NA	NA	NA	1
刨冰	NA	5.375	NA	11.32	42.0	11461.0	9.0	1
货车箱	NA	NA	NA	NA	NA	NA	NA	1
玩具熊	NA	NA	NA	NA	NA	NA	NA	7
草莓	5.5	6.939394	6.65	6.0625	951.0	25038.0	178.0	21
夹克背心	NA	NA	NA	NA	NA	NA	NA	1
茶花	5.65	5.02	4.5	10.363636363636363	6.0	301.0	2.0	1
人偶	NA	NA	NA	NA	NA	NA	NA	1
越野滑雪者	NA	NA	NA	NA	NA	NA	NA	1
体育场	NA	NA	NA	NA	355.0	20755.0	74.0	1
桶	NA	NA	NA	NA	1669.0	27482.0	380.0	46
橡皮船	NA	NA	NA	NA	12.0	6021.0	2.0	3
花盆	6.3	6.323529	6.4	8.476190476190476	78.0	1415.0	23.0	2
工作桌子	NA	NA	NA	NA	NA	NA	NA	1
棚子	5.35	NA	5.6	NA	134.0	16532.0	33.0	20
摄像机	NA	6.045455	NA	NA	2248.0	28774.0	462.0	1
车库	NA	5.92	NA	12.7894737	1598.0	27292.0	367.0	40
面罩	5.45	NA	5.75	NA	486.0	22122.0	94.0	1
滑水运动员	NA	NA	NA	NA	NA	NA	NA	1
手臂	5.85	6.787879	6.3	8.08695652173913	2486.0	29212.0	582.0	4
窗子	5.6	NA	5.8	NA	56.0	22742.0	148.0	2
棒球棍	NA	NA	NA	NA	NA	NA	NA	2
牛雕塑	NA	NA	NA	NA	NA	NA	NA	1
长桌	NA	NA	NA	NA	6.0	301.0	2.0	1
货船	5.85	NA	5.8	NA	194.0	18129.0	47.0	1
甜食	5.55	NA	5.8	NA	182.0	17853.0	46.0	2
男青年	NA	NA	NA	NA	NA	NA	NA	3
游轮	NA	5.347826	NA	13.4285714	14.0	16721.0	25.0	2
女婴	NA	5.538462	NA	9.947368421052632	51.0	12304.0	14.0	2
面	NA	NA	NA	NA	11644.0	35917.0	2269.0	11
后备箱	NA	NA	NA	NA	NA	NA	NA	5
运动装	NA	NA	NA	NA	NA	NA	NA	1
滑雪服	NA	NA	NA	NA	NA	NA	NA	9
洋白菜	NA	NA	NA	NA	3.0	0.0	1.0	1
男众	NA	NA	NA	NA	NA	NA	NA	1
贸易	4.1	5.259259	4.35	15.68421052631579	692.0	23655.0	145.0	1
墙角	5.15	5.578519	5.7	6.565217391304348	134.0	16532.0	45.0	3
碟子	5.85	6.435049	5.75	7.454545454545454	233.0	18921.0	62.0	12
操场	5.55	6.727273	5.65	9.25	414.0	2143.0	101.0	1
废车	NA	NA	NA	NA	NA	NA	NA	1
烤炉	5.25	NA	5.5	NA	182.0	17853.0	53.0	23
键盘	5.65	6.714286	5.95	11.4	393.0	21206.0	93.0	6
围巾	5.9	6.04	6.05	7.2105263157894735	668.0	23502.0	143.0	2
中巴车	NA	NA	NA	NA	NA	NA	NA	1
床单	5.4	6.607143	5.75	7.2	823.0	24409.0	208.0	8
楼面	4.7	NA	5.0	NA	NA	NA	NA	1
订书机	NA	5.727273	NA	8.35	131.0	16435.0	29.0	6
冰淇淋车	NA	NA	NA	NA	NA	NA	NA	1
麦芬	NA	NA	NA	NA	NA	NA	NA	1
沙发床	NA	NA	NA	NA	21.0	8451.0	7.0	6
大拇指	NA	NA	NA	NA	343.0	20607.0	93.0	1
男人	5.9	6.607143	5.5	7.826086956521739	34603.0	40648.0	3833.0	737
厨房卓	NA	NA	NA	NA	NA	NA	NA	1
意面	NA	NA	NA	NA	NA	NA	NA	24
倒影	5.3	6.583333	5.6	9.952380952380953	146.0	16902.0	41.0	2
芝士香辣大饼	NA	NA	NA	NA	NA	NA	NA	1
军机	5.65	NA	5.65	NA	21.0	8451.0	4.0	1
照相机	NA	NA	NA	NA	745.0	23979.0	175.0	4
色拉	NA	NA	NA	NA	361.0	20828.0	92.0	1
奶猫	NA	NA	NA	NA	NA	NA	NA	1
游客	5.2	6.269231	5.35	10.73913043478261	701.0	23711.0	164.0	8
网球手	NA	NA	NA	NA	NA	NA	NA	18
石桥	5.85	5.75	5.7	6.95	36.0	10792.0	2.0	1
面条	5.6	6.857143	5.5	6.411764705882353	879.0	24698.0	170.0	9
乌鸦	6.0	6.290741	6.25	8.285714285714286	578.0	22878.0	103.0	4
驼鹿	NA	NA	NA	NA	14.0	16721.0	24.0	4
洗脸盆	NA	NA	NA	NA	NA	NA	NA	1
毕业礼服	NA	NA	NA	NA	NA	NA	NA	1
座椅	6.25	6.24	5.85	7.857142857142857	265.0	19494.0	73.0	12
尾灯	5.3	4.84	5.3	11.458333333333334	149.0	1699.0	33.0	1
摆件	NA	NA	NA	NA	NA	NA	NA	2
跳伞	5.7	5.857143	5.25	11.19047619047619	489.0	22148.0	78.0	1
足球	5.9	6.441176	6.05	6.761904761904762	1827.0	27875.0	359.0	7
鹿角滑雪女子	NA	NA	NA	NA	NA	NA	NA	1
毛巾	6.2	6.916667	5.95	6.52631579	1377.0	26646.0	320.0	4
上下铺	NA	NA	NA	NA	NA	NA	NA	1
沐浴露	NA	NA	NA	NA	NA	NA	NA	1
饼子	NA	6.375	NA	NA	6.0	301.0	2.0	2
标志物	NA	NA	NA	NA	NA	NA	NA	1
木屋	5.8	5.6	5.4	8.7	587.0	22945.0	103.0	17
钟表	5.5	5.73913	5.85	8.608695652173912	134.0	16532.0	34.0	7
灯罩	5.85	NA	5.05	NA	51.0	12304.0	15.0	1
露台	5.8	4.958333	5.4	12.4375	NA	NA	NA	1
文	NA	NA	NA	NA	3249.0	30374.0	603.0	1
厢式货车	NA	NA	NA	NA	NA	NA	NA	1
袋	NA	NA	NA	NA	3282.0	30418.0	662.0	1
市场	5.6	6.787879	5.15	12.545454545454545	3213.0	30326.0	689.0	1
官员	5.6	5.92	4.5	11.619047619047619	1291.0	26365.0	332.0	1
杯蛋糕	NA	NA	NA	NA	NA	NA	NA	3
冲浪女孩	NA	NA	NA	NA	NA	NA	NA	1
号码	4.75	6.8	5.5	9.181818181818182	9348.0	34964.0	1531.0	1
料理台	NA	NA	NA	NA	3.0	0.0	1.0	2
休闲车	NA	NA	NA	NA	NA	NA	NA	1
标牌	NA	4.708333	NA	13.05	107.0	15563.0	30.0	2
狗模型	NA	NA	NA	NA	NA	NA	NA	1
家猫	5.75	NA	5.15	NA	NA	NA	NA	1
短袖	NA	6.46	NA	7.4	66.0	13424.0	19.0	28
孩子们看到	NA	NA	NA	NA	NA	NA	NA	1
沙拉菜	NA	NA	NA	NA	NA	NA	NA	1
停机坪	NA	5.416667	NA	13.5	158.0	17243.0	40.0	1
车视镜	NA	NA	NA	NA	NA	NA	NA	1
鞋子	5.7	6.576923	6.15	5.090909090909091	3526.0	3073.0	688.0	3
酒吧	5.1	6.0	5.65	13.391304347826088	8847.0	34725.0	1410.0	1
大门	5.85	6.5	6.0	5.521739130434782	18.0	2781.0	450.0	1
球台	NA	NA	NA	NA	36.0	10792.0	12.0	1
丹顶鹤	NA	NA	NA	NA	3.0	0.0	1.0	1
意大利面	NA	NA	NA	NA	NA	NA	NA	34
凉棚	NA	NA	NA	NA	6.0	301.0	1.0	5
坐椅	NA	5.857143	NA	8.909090909090908	9.0	4771.0	3.0	1
铁路桥下侧	NA	NA	NA	NA	NA	NA	NA	1
番茄泥	NA	NA	NA	NA	NA	NA	NA	1
宠物	5.6	6.676471	5.35	7.571428571428571	1967.0	28195.0	426.0	4
年轻人	NA	6.130435	NA	NA	4519.0	31807.0	1039.0	3
饼馅	NA	NA	NA	NA	NA	NA	NA	1
笔记本电	NA	NA	NA	NA	NA	NA	NA	1
法庭套房	NA	NA	NA	NA	NA	NA	NA	1
沙滩椅	NA	NA	NA	NA	NA	NA	NA	1
饼	NA	NA	NA	NA	4653.0	31934.0	816.0	37
短袖衬衫	NA	NA	NA	NA	NA	NA	NA	1
台	NA	NA	NA	NA	45.0	11761.0	1.0	5
茶水	5.6	6.083333	4.7	10.45	45.0	11761.0	12.0	1
黑车	NA	5.083333	NA	16.5	3.0	1.0	9.0	1
狗狗	NA	6.590909	NA	6.391304347826087	NA	NA	NA	7
女人和狗	NA	NA	NA	NA	NA	NA	NA	1
樱花树	NA	NA	NA	NA	6.0	301.0	2.0	2
费劲	3.7	5.555556	3.4	10.173913043478262	414.0	2143.0	129.0	1
钱包	5.55	6.633333	5.5	8.142857142857142	2972.0	29987.0	644.0	1
运输机	NA	NA	NA	NA	11.0	15682.0	30.0	1
汽车罩	NA	NA	NA	NA	NA	NA	NA	2
乳羊	NA	NA	NA	NA	NA	NA	NA	1
衫	NA	NA	NA	NA	686.0	23617.0	161.0	2
工作人员	NA	NA	NA	NA	NA	NA	NA	1
烧烤架	NA	NA	NA	NA	NA	NA	NA	14
帐篷顶	NA	NA	NA	NA	NA	NA	NA	1
人	NA	NA	NA	NA	581026.0	52898.0	6239.0	1322
树	NA	NA	NA	NA	6409.0	33324.0	969.0	9
溏心蛋	NA	NA	NA	NA	NA	NA	NA	1
办公台	NA	NA	NA	NA	NA	NA	NA	1
羽绒衣	NA	NA	NA	NA	6.0	301.0	1.0	1
西服上衣	NA	NA	NA	NA	NA	NA	NA	5
玻璃碗	NA	NA	NA	NA	NA	NA	NA	2
酒醉	NA	NA	NA	NA	NA	NA	NA	2
蝙蝠	6.2	6.6	5.75	7.318181818181818	1338.0	26522.0	209.0	1
狗和玩具	NA	NA	NA	NA	NA	NA	NA	1
露营	5.55	4.8	5.45	11.409090909090908	879.0	24698.0	180.0	1
饰品容器	NA	NA	NA	NA	NA	NA	NA	1
商铺	NA	5.888889	NA	11.210526315789474	3.0	1.0	9.0	1
运动的	NA	NA	NA	NA	NA	NA	NA	1
猫窝	NA	NA	NA	NA	NA	NA	NA	3
运动	5.15	6.794118	5.8	7.363636363636363	5732.0	3284.0	1092.0	4
废墟	4.9	5.37037	4.6	11.772727272727273	513.0	22355.0	120.0	3
病人	5.55	6.636364	5.1	9.368421052631579	10177.0	35333.0	983.0	6
路灯柱	NA	NA	NA	NA	NA	NA	NA	1
大人	4.9	6.136364	5.15	4.9523809523809526	8299.0	34447.0	748.0	9
吹风机	NA	6.142857	NA	10.423076923076923	137.0	16628.0	34.0	1
玉米饼	NA	NA	NA	NA	215.0	18573.0	50.0	1
面包车	NA	NA	NA	NA	146.0	16902.0	25.0	42
靠垫	4.15	NA	4.95	NA	69.0	13617.0	15.0	1
餐盒	NA	NA	NA	NA	24.0	9031.0	8.0	1
手表	6.1	6.346154	5.65	9.875	1523.0	27084.0	296.0	2
汉堡坯	NA	NA	NA	NA	NA	NA	NA	1
的士	NA	5.442857	NA	9.909090909090908	331.0	20453.0	71.0	3
运动员孟菲尔斯	NA	NA	NA	NA	NA	NA	NA	1
玻璃	6.1	6.357143	5.95	6.428571428571429	3377.0	30542.0	708.0	5
道路	5.45	6.529412	5.65	8.526315789473685	1863.0	27959.0	466.0	3
帖子	4.95	5.73913	5.45	12.35	NA	NA	NA	1
反光镜	NA	5.32	NA	11.285714285714286	33.0	10414.0	9.0	7
隧道	5.7	6.133333	5.8	9.7	152.0	27076.0	247.0	6
鹰	NA	NA	NA	NA	113.0	25786.0	189.0	24
连体服	NA	NA	NA	NA	NA	NA	NA	1
叉子	5.75	5.954545	5.65	NA	391.0	21173.0	110.0	2
摩托女孩	NA	NA	NA	NA	NA	NA	NA	1
艇	NA	NA	NA	NA	241.0	19085.0	36.0	1
比基尼泳装	NA	NA	NA	NA	NA	NA	NA	1
修理厂	NA	NA	NA	NA	116.0	15911.0	28.0	1
蛋卷	NA	5.848485	NA	9.434782608695652	402.0	21303.0	91.0	2
牛扒	5.95	NA	6.15	NA	NA	NA	NA	1
豚鼠	NA	NA	NA	NA	48.0	12041.0	14.0	5
百吉饼	NA	NA	NA	NA	NA	NA	NA	7
木船	5.65	5.714286	5.8	8.909090909090908	15.0	699.0	3.0	2
楼房	5.4	6.12	5.3	8.45	134.0	16532.0	35.0	47
车座	NA	NA	NA	NA	92.0	14914.0	30.0	1
镜	NA	NA	NA	NA	2841.0	29791.0	504.0	2
收音机	NA	5.214286	NA	8.956521739130435	1371.0	26628.0	258.0	2
小车	NA	6.230769	NA	9.545454545454545	23.0	18865.0	62.0	3
莴苣	NA	NA	NA	NA	14.0	16721.0	33.0	2
石头	5.75	6.625	6.15	6.111111111111111	4188.0	31477.0	732.0	8
鸡块	NA	NA	NA	NA	NA	NA	NA	1
铁路桥	NA	NA	NA	NA	12.0	6021.0	3.0	2
外国男子	NA	NA	NA	NA	NA	NA	NA	1
学者	4.4	6.0	4.35	14.6	56.0	22742.0	138.0	1
没家的人	NA	NA	NA	NA	NA	NA	NA	1
客机	5.95	5.328947	4.95	10.6	158.0	17243.0	34.0	5
公文包	NA	NA	NA	NA	471.0	21987.0	104.0	1
猫尾巴	NA	NA	NA	NA	NA	NA	NA	1
屋檐	5.5	6.208333	5.45	9.4375	271.0	1959.0	80.0	1
标志	5.05	6.444444	5.0	10.782608695652174	2093.0	28463.0	504.0	1
三文治	NA	NA	NA	NA	6.0	301.0	1.0	5
比萨饼	NA	NA	NA	NA	25.0	19243.0	57.0	26
衣	NA	NA	NA	NA	1792.0	27789.0	423.0	3
打手	5.3	5.26087	4.55	11.636363636363637	373.0	20969.0	94.0	1
马屁	NA	NA	NA	NA	NA	NA	NA	1
地下道	NA	NA	NA	NA	NA	NA	NA	1
防风衣	NA	NA	NA	NA	NA	NA	NA	1
狗熊	5.25	NA	4.5	NA	173.0	17634.0	25.0	4
刀具	5.15	5.5	5.45	9.0	89.0	14771.0	23.0	3
救援车	NA	NA	NA	NA	NA	NA	NA	2
女士们	NA	NA	NA	NA	NA	NA	NA	2
孩子	5.4	6.513736	5.35	6.85	111019.0	4571.0	5216.0	149
宝	NA	NA	NA	NA	2328.0	28927.0	350.0	1
黑熊	5.85	NA	5.75	NA	6.0	1301.0	9.0	3
爬梯	4.9	NA	4.9	NA	NA	NA	NA	1
河流	5.8	6.142857	5.8	7.238095238095238	468.0	21959.0	109.0	1
瑞士军刀	NA	NA	NA	NA	NA	NA	NA	3
拱桥	5.65	5.966667	5.6	10.454545454545455	6.0	301.0	2.0	2
酸奶碗	NA	NA	NA	NA	NA	NA	NA	2
教会	5.5	6.114286	5.45	15.714285714285714	1878.0	27993.0	415.0	5
女仔	NA	NA	NA	NA	NA	NA	NA	1
女子	6.0	6.26087	5.5	7.631578947368421	2105.0	28488.0	491.0	7
玩具狗	NA	NA	NA	NA	NA	NA	NA	8
塑胶桶	NA	NA	NA	NA	NA	NA	NA	1
东西	3.9	6.52	3.2	7.869565217391305	113654.0	45812.0	5958.0	1
水管道	NA	NA	NA	NA	NA	NA	NA	1
面包干	NA	NA	NA	NA	6.0	301.0	2.0	1
铝型材	NA	NA	NA	NA	NA	NA	NA	1
飞行	5.1	6.0	5.3	10.0	3127.0	30208.0	428.0	3
打字	5.05	6.44	5.5	10.105263157894736	218.0	18633.0	59.0	1
案件	4.85	6.141026	4.0	12.19047619047619	4704.0	31981.0	784.0	1
小孩子们	NA	NA	NA	NA	NA	NA	NA	1
运输船	NA	NA	NA	NA	21.0	8451.0	7.0	1
摩托车	NA	5.666667	NA	9.25	155.0	2716.0	252.0	15
野鸟	5.9	NA	5.25	NA	NA	NA	NA	1
宠物鼠	NA	NA	NA	NA	NA	NA	NA	1
手机座	NA	NA	NA	NA	NA	NA	NA	1
刀擦刀擦	NA	NA	NA	NA	NA	NA	NA	1
热狗店	NA	NA	NA	NA	NA	NA	NA	1
桥梁	5.3	6.107143	5.45	9.8125	259.0	19395.0	69.0	20
救生衣	NA	5.541667	NA	10.75	134.0	16532.0	30.0	8
公寓	5.8	6.470588	5.65	12.73913043478261	8066.0	34323.0	1285.0	1
宠物狗	NA	NA	NA	NA	NA	NA	NA	5
桥洞	NA	6.1	NA	NA	6.0	301.0	1.0	2
玩具飞机	NA	NA	NA	NA	NA	NA	NA	1
饮料	5.65	6.787879	5.6	8.55	2808.0	29741.0	666.0	6
工具车	NA	NA	NA	NA	NA	NA	NA	1
酒店床	NA	NA	NA	NA	NA	NA	NA	1
门牌	5.45	5.695652	5.2	8.761904761904763	63.0	13222.0	19.0	4
奶牛	NA	5.90625	NA	9.19047619047619	465.0	21931.0	89.0	85
正脸	NA	NA	NA	NA	NA	NA	NA	1
鹤	NA	NA	NA	NA	3.0	0.0	1.0	13
纸杯	NA	5.657143	NA	9.476190476190476	447.0	21761.0	48.0	2
电线杆	NA	NA	NA	NA	131.0	16435.0	31.0	5
战斗机	NA	NA	NA	NA	441.0	21703.0	68.0	50
建筑	5.1	6.606061	5.5	12.391304347826088	3199.0	30306.0	630.0	187
帆	NA	NA	NA	NA	325.0	20374.0	52.0	5
船边	NA	NA	NA	NA	NA	NA	NA	1
阴影	4.8	6.666667	4.85	12.38888888888889	135.0	26561.0	323.0	2
少年足球员	NA	NA	NA	NA	NA	NA	NA	1
合服	NA	NA	NA	NA	NA	NA	NA	1
塑料餐具	NA	NA	NA	NA	NA	NA	NA	1
给姿势	NA	NA	NA	NA	NA	NA	NA	1
装饰狗	NA	NA	NA	NA	NA	NA	NA	1
棉衣	5.7	6.533333	5.1	7.368421052631579	6.0	301.0	2.0	2
比基尼女装	NA	NA	NA	NA	NA	NA	NA	1
大巴车	NA	NA	NA	NA	NA	NA	NA	2
趋向	4.05	5.583333	3.5	13.714285714285714	83.0	14472.0	21.0	1
接球员	NA	NA	NA	NA	NA	NA	NA	3
风帆	NA	5.521739	NA	12.272727272727273	48.0	12041.0	12.0	1
火车站	NA	6.285714	NA	10.052631578947368	701.0	23711.0	143.0	2
背心裙	NA	NA	NA	NA	NA	NA	NA	1
储物室	NA	NA	NA	NA	NA	NA	NA	1
马棚	5.95	NA	4.85	NA	42.0	11461.0	10.0	1
小便器	NA	NA	NA	NA	NA	NA	NA	1
划船队	NA	NA	NA	NA	NA	NA	NA	1
通粉	NA	NA	NA	NA	NA	NA	NA	1
玩具头盔	NA	NA	NA	NA	NA	NA	NA	1
仙女	3.4	6.533333	4.35	9.3	662.0	23464.0	107.0	1
妙龄少女	NA	NA	NA	NA	NA	NA	NA	1
桌子和椅子	NA	NA	NA	NA	NA	NA	NA	1
战车	5.7	4.166667	4.85	12.1875	224.0	18751.0	47.0	1
兄弟	5.15	6.735294	6.1	8.19047619047619	25728.0	39361.0	2717.0	1
腿	NA	NA	NA	NA	1117.0	35737.0	1873.0	22
救生员吉普车	NA	NA	NA	NA	NA	NA	NA	1
过生日的人	NA	NA	NA	NA	NA	NA	NA	1
仓鼠	NA	5.818182	NA	9.884615384615385	137.0	16628.0	29.0	2
仿牛展	NA	NA	NA	NA	NA	NA	NA	1
马场	5.9	5.5	5.45	12.047619047619047	NA	NA	NA	1
网球拍与男孩	NA	NA	NA	NA	NA	NA	NA	1
智能手机女士	NA	NA	NA	NA	NA	NA	NA	1
橄榄球	NA	NA	NA	NA	2346.0	2896.0	362.0	1
布	NA	NA	NA	NA	3.0	0.0	1.0	6
壁橱	NA	NA	NA	NA	668.0	23502.0	155.0	1
野营	5.05	5.730769	5.3	NA	584.0	22923.0	103.0	1
上点	NA	NA	NA	NA	NA	NA	NA	1
啤酒罐	NA	NA	NA	NA	NA	NA	NA	1
火箭	5.9	6.25	5.7	9.652173913043478	1568.0	2721.0	196.0	1
卓	NA	NA	NA	NA	244.0	19138.0	29.0	1
盖布	NA	NA	NA	NA	NA	NA	NA	1
池塘	5.6	6.2	5.65	7.826086956521739	42.0	21492.0	98.0	1
桥底	NA	NA	NA	NA	NA	NA	NA	1
姿势	4.75	6.0	3.85	10.695652173913043	3011.0	30043.0	447.0	1
足球运动员	NA	NA	NA	NA	NA	NA	NA	14
棒球员	NA	NA	NA	NA	NA	NA	NA	17
灯	NA	NA	NA	NA	12.0	6021.0	1.0	18
西装领带	NA	NA	NA	NA	NA	NA	NA	5
旅客	4.95	6.757576	5.3	10.73913043478261	489.0	22148.0	115.0	1
刀子	6.25	6.25	5.5	7.0	1046.0	25453.0	227.0	22
女棒球手	NA	NA	NA	NA	NA	NA	NA	1
网袜	NA	NA	NA	NA	NA	NA	NA	1
炸鸡三文治	NA	NA	NA	NA	NA	NA	NA	1
芝士	NA	6.0	NA	14.272727272727273	587.0	22945.0	121.0	7
汽车座椅	NA	NA	NA	NA	NA	NA	NA	1
女孩	5.9	6.68	6.15	5.0	39339.0	41205.0	3606.0	561
铁板烧	NA	NA	NA	NA	NA	NA	NA	3
毛绒鹦鹉	NA	NA	NA	NA	NA	NA	NA	1
滑雪者	NA	NA	NA	NA	NA	NA	NA	25
麦片	6.25	5.782609	5.3	10.814814814814815	763.0	24082.0	160.0	16
旗子	5.55	NA	5.65	NA	331.0	20453.0	62.0	2
烧烤炉	NA	NA	NA	NA	NA	NA	NA	11
车斗	NA	NA	NA	NA	9.0	4771.0	3.0	2
老妇	5.3	NA	5.2	NA	224.0	18751.0	62.0	1
滑坡	5.55	5.464286	5.15	12.375	3.0	1.0	9.0	1
挺	NA	NA	NA	NA	22664.0	3881.0	3319.0	1
花瓶	5.5	6.392857	6.1	8.318181818181818	522.0	2243.0	121.0	1
汽车引擎盖	NA	NA	NA	NA	NA	NA	NA	3
孩子们	NA	NA	NA	NA	NA	NA	NA	9
面馆	NA	NA	NA	NA	NA	NA	NA	1
车尾	NA	5.142857	NA	11.0	101.0	15315.0	21.0	6
皮艇	NA	NA	NA	NA	69.0	13617.0	13.0	5
猫咪	5.4	NA	5.8	NA	NA	NA	NA	1
烤饼	NA	NA	NA	NA	NA	NA	NA	1
店	NA	NA	NA	NA	12797.0	36328.0	1852.0	17
过滤水壶	NA	NA	NA	NA	NA	NA	NA	1
邮轮	5.85	5.333333	5.95	13.571428571428571	78.0	1415.0	15.0	1
城墙	5.6	5.666667	5.05	9.7	262.0	19445.0	43.0	5
微波炉	NA	5.913043	NA	12.173913043478262	534.0	22529.0	127.0	17
泰迪熊的女人	NA	NA	NA	NA	NA	NA	NA	1
有冲浪板的女人	NA	NA	NA	NA	NA	NA	NA	1
三明治	NA	NA	NA	NA	3422.0	30599.0	646.0	25
洗手台	NA	NA	NA	NA	NA	NA	NA	1
骷颅头	NA	NA	NA	NA	NA	NA	NA	1
拖拉机挂车	NA	NA	NA	NA	NA	NA	NA	1
雕塑	5.7	6.266667	5.6	11.0625	611.0	23118.0	112.0	10
盆子	5.65	NA	5.55	NA	92.0	14914.0	25.0	7
玫瑰花	NA	NA	NA	NA	197.0	18195.0	54.0	2
河景	NA	NA	NA	NA	NA	NA	NA	1
栅栏	5.45	6.266667	5.45	10.5	56.0	22742.0	138.0	14
倒后镜	NA	NA	NA	NA	NA	NA	NA	1
