word	concreteness	familiarity	imageability	age_of_acquisition	freq_zh	log_freq_zh	context_div_zh	freq_mn
仓库	5.25	6.588235	5.65	8.181818181818182	2119.0	28519.0	360.0	3
蛋糕杯	NA	NA	NA	NA	NA	NA	NA	3
沙滩	5.65	6.678571	5.7	7.85	1559.0	27185.0	321.0	19
视频游戏控制器	NA	NA	NA	NA	NA	NA	NA	1
蔬菜	5.65	6.423077	5.85	5.363636363636363	1037.0	25416.0	240.0	80
冰激淋	NA	NA	NA	NA	NA	NA	NA	1
养	NA	NA	NA	NA	3.0	0.0	1.0	1
滑冰	5.6	5.75	5.5	NA	704.0	23729.0	85.0	2
男孩	5.45	6.693878	6.05	6.0	14246.0	36793.0	2058.0	387
摩特车	NA	NA	NA	NA	NA	NA	NA	1
展示自行车	NA	NA	NA	NA	NA	NA	NA	1
手按在小孩子的头上	NA	NA	NA	NA	NA	NA	NA	1
图书	5.4	6.580952	5.75	7.2727272727272725	322.0	20334.0	82.0	1
卷心菜	NA	NA	NA	NA	227.0	18808.0	54.0	11
浮板	NA	NA	NA	NA	NA	NA	NA	1
凉亭	6.0	4.769231	6.25	10.37037037037037	54.0	12553.0	10.0	2
馅儿	NA	NA	NA	NA	9.0	4771.0	3.0	1
衣饰	5.05	5.829787	5.25	9.954545454545455	24.0	9031.0	8.0	1
女网选手	NA	NA	NA	NA	NA	NA	NA	1
垃圾食品	NA	NA	NA	NA	NA	NA	NA	1
手提电脑	NA	NA	NA	NA	NA	NA	NA	3
沙拉	NA	5.96	NA	13.833333333333334	1413.0	26758.0	304.0	26
猫猫	NA	NA	NA	NA	NA	NA	NA	1
橙子	NA	NA	NA	NA	253.0	19294.0	50.0	2
街牌	NA	NA	NA	NA	NA	NA	NA	1
邮政	5.05	6.375	4.95	11.333333333333334	128.0	16335.0	36.0	1
樱花	5.95	5.518519	6.35	11.1	143.0	16812.0	27.0	2
划艇队	NA	NA	NA	NA	NA	NA	NA	1
拖车	5.35	4.923077	4.65	11.55	1189.0	2601.0	232.0	1
晚餐	5.55	6.391304	5.4	6.695652173913044	7178.0	33817.0	1331.0	1
牛仔帽	NA	NA	NA	NA	NA	NA	NA	1
杂志	6.2	6.24	5.45	10.9	7139.0	33793.0	1047.0	1
绿碗	NA	NA	NA	NA	NA	NA	NA	1
面食	6.05	NA	5.9	NA	3.0	1.0	9.0	1
小楼	NA	5.469388	NA	8.93333333	NA	NA	NA	1
汉堡包	NA	5.82	NA	10.692307692307692	674.0	23541.0	113.0	16
熊仔饼	NA	NA	NA	NA	NA	NA	NA	1
浓汤	5.6	NA	4.85	NA	107.0	15563.0	19.0	1
蓬松的狗	NA	NA	NA	NA	NA	NA	NA	1
机器	5.2	6.285714	5.8	9.842105263157896	5094.0	32327.0	844.0	1
勺子	NA	6.285714	NA	NA	456.0	21847.0	109.0	11
棒球手	NA	NA	NA	NA	NA	NA	NA	28
鸭子	5.8	6.086957	6.25	6.45	1324.0	26474.0	203.0	5
快餐	4.4	5.923077	4.7	11.105263157894736	376.0	21004.0	111.0	3
快艇	5.25	4.925926	5.25	9.588235294117647	146.0	16902.0	40.0	3
洗漱用品	NA	NA	NA	NA	NA	NA	NA	1
牛奶	5.9	6.423077	6.45	7.31578947	2647.0	29484.0	530.0	1
灯框	NA	NA	NA	NA	NA	NA	NA	1
铁路过桥	NA	NA	NA	NA	NA	NA	NA	1
蝙蝠房	NA	NA	NA	NA	NA	NA	NA	1
衣领	5.9	6.037037	5.4	NA	158.0	17243.0	41.0	18
菜肴	5.3	6.333333	5.45	9.789473684210526	51.0	12304.0	14.0	7
香蕉花	NA	NA	NA	NA	NA	NA	NA	1
啤酒	5.7	6.4	5.35	10.210526315789474	6886.0	33636.0	1186.0	14
棒球球员	NA	NA	NA	NA	NA	NA	NA	1
脑袋	5.25	6.628571	4.9	6.142857142857143	6454.0	33355.0	1380.0	1
骑车	NA	5.826087	NA	9.2	638.0	23304.0	148.0	1
办公桌	NA	NA	NA	NA	513.0	22355.0	149.0	30
睡袍	6.1	NA	5.8	NA	182.0	17853.0	35.0	16
罗威勒狗	NA	NA	NA	NA	NA	NA	NA	1
帽衣	NA	NA	NA	NA	NA	NA	NA	1
怀孕	5.3	5.851852	6.0	12.35	6576.0	33436.0	922.0	1
包菜	NA	NA	NA	NA	NA	NA	NA	7
澡盆	5.8	NA	5.75	NA	72.0	13802.0	19.0	2
上衣	5.65	6.384615	5.65	6.2105263157894735	1112.0	25717.0	251.0	80
残骸	5.3	4.114286	5.25	14.391304347826088	537.0	22553.0	131.0	1
粥	NA	NA	NA	NA	423.0	21523.0	105.0	2
海岸	5.35	5.875	5.25	11.0	2167.0	28615.0	427.0	1
饺子	6.35	6.576923	6.2	5.52380952	161.0	17324.0	39.0	1
床铺	6.0	NA	5.7	NA	152.0	17076.0	39.0	3
轨道	5.55	5.72	5.8	11.2631579	1163.0	25911.0	215.0	20
铁丝网	NA	5.684211	NA	9.666666666666666	227.0	18808.0	45.0	1
床脚	NA	NA	NA	NA	NA	NA	NA	1
饭	NA	NA	NA	NA	5404.0	32584.0	1198.0	11
布雷德	NA	NA	NA	NA	3.0	0.0	1.0	1
喷射	4.85	4.962963	4.7	11.3	322.0	20334.0	58.0	12
摊子	NA	NA	NA	NA	83.0	14472.0	26.0	1
工作车	NA	NA	NA	NA	NA	NA	NA	1
栈道	NA	4.175258	NA	16.55	12.0	6021.0	4.0	1
防护栏	NA	NA	NA	NA	NA	NA	NA	1
小溪	5.95	5.84	5.7	6.684210526315789	337.0	20531.0	73.0	1
球队	5.5	5.48	5.2	10.181818181818182	1944.0	28142.0	225.0	1
蔬菜叶子	NA	NA	NA	NA	NA	NA	NA	1
笔记本电脑	NA	NA	NA	NA	NA	NA	NA	16
烤奶酪	NA	NA	NA	NA	NA	NA	NA	1
变薄	NA	NA	NA	NA	NA	NA	NA	1
公交	NA	NA	NA	NA	593.0	22989.0	129.0	6
因动员	NA	NA	NA	NA	NA	NA	NA	1
咖啡店	NA	NA	NA	NA	778.0	24166.0	169.0	2
放风筝的女孩	NA	NA	NA	NA	NA	NA	NA	1
船只	5.55	6.3	5.8	8.5	322.0	20334.0	74.0	1
计算机	NA	6.24	NA	NA	1243.0	26201.0	251.0	4
行人	5.6	6.62963	5.0	8.26315789	197.0	18195.0	60.0	3
项链	5.3	6.466667	5.4	8.857142857142858	1997.0	28261.0	299.0	6
非洲商人	NA	NA	NA	NA	NA	NA	NA	1
假手	NA	NA	NA	NA	3.0	1.0	8.0	1
大衣	NA	6.321429	NA	11.476190476190476	969.0	25119.0	209.0	7
电脑做	NA	NA	NA	NA	NA	NA	NA	1
单人划艇	NA	NA	NA	NA	NA	NA	NA	1
颈子	NA	NA	NA	NA	NA	NA	NA	1
小便斗	NA	NA	NA	NA	NA	NA	NA	1
秃头男	NA	NA	NA	NA	NA	NA	NA	1
宅邸	NA	NA	NA	NA	122.0	16128.0	20.0	1
中国餐馆	NA	NA	NA	NA	NA	NA	NA	1
水杯	6.25	6.243243	5.75	7.095238095238095	NA	NA	NA	4
公牛	NA	5.785714	NA	8.68421053	474.0	22014.0	93.0	4
饭馆	5.85	5.666667	4.3	7.95	188.0	17993.0	52.0	2
蒲公英花	NA	NA	NA	NA	NA	NA	NA	1
情侣	4.9	6.558824	4.45	12.777777777777779	873.0	24669.0	213.0	4
镇	NA	NA	NA	NA	4728.0	32003.0	730.0	2
比萨人	NA	NA	NA	NA	NA	NA	NA	1
提防	3.5	6.058824	3.25	12.227272727272727	286.0	19823.0	85.0	1
村居	NA	NA	NA	NA	NA	NA	NA	1
料	NA	NA	NA	NA	2274.0	28825.0	610.0	1
茶	NA	NA	NA	NA	3711.0	30952.0	728.0	13
外墙	NA	5.12	NA	12.352941176470589	NA	NA	NA	1
甜甜圈	NA	NA	NA	NA	NA	NA	NA	26
橄榄球衣	NA	NA	NA	NA	NA	NA	NA	1
故宫	NA	6.09375	NA	NA	NA	NA	NA	1
飞行玩具	NA	NA	NA	NA	NA	NA	NA	1
女童	NA	5.458333	NA	9.65	101.0	15315.0	24.0	2
果盘	5.85	NA	6.05	NA	21.0	8451.0	6.0	7
水果粥	NA	NA	NA	NA	NA	NA	NA	1
人的上半身	NA	NA	NA	NA	NA	NA	NA	1
麦片粥	NA	NA	NA	NA	NA	NA	NA	2
棒球帽	NA	NA	NA	NA	NA	NA	NA	1
薄饼	6.0	5.65	5.4	10.0	668.0	23502.0	119.0	10
向日癸	NA	NA	NA	NA	NA	NA	NA	1
鱼缸	5.55	5.545455	5.75	7.8	23.0	18865.0	42.0	4
包包	NA	6.156863	NA	10.875	NA	NA	NA	1
香肠	5.8	6.185185	5.7	7.473684210526316	1192.0	26021.0	281.0	13
饼干	5.7	6.566667	5.6	5.7272727272727275	3172.0	30269.0	590.0	41
标语	5.25	6.470588	5.6	10.5	376.0	21004.0	91.0	1
卡车头	NA	NA	NA	NA	NA	NA	NA	1
白雪公主	NA	NA	NA	NA	182.0	17853.0	37.0	2
厢式轿车	NA	NA	NA	NA	NA	NA	NA	1
菜菜	NA	NA	NA	NA	NA	NA	NA	1
骑自行车的人	NA	NA	NA	NA	NA	NA	NA	1
打伞的女人	NA	NA	NA	NA	NA	NA	NA	1
码头	5.6	5.72	5.55	9.789473684210526	2116.0	28513.0	378.0	18
稀饭	5.45	NA	5.6	NA	21.0	8451.0	4.0	1
车站	6.05	6.571429	5.75	8.95	1625.0	27364.0	306.0	3
浴盆	5.35	NA	5.65	NA	295.0	19956.0	65.0	11
围脖	NA	NA	NA	NA	12.0	6021.0	4.0	1
高架桥	NA	NA	NA	NA	24.0	9031.0	6.0	3
女子羽毛球运动员	NA	NA	NA	NA	NA	NA	NA	1
正餐	4.2	6.148148	4.4	11.578947368421053	134.0	16532.0	31.0	1
战机	5.85	5.30303	5.35	9.647058823529411	629.0	23243.0	62.0	14
面饼	NA	NA	NA	NA	NA	NA	NA	2
生日女	NA	NA	NA	NA	NA	NA	NA	1
剪彩	5.4	5.42	4.95	14.055555555555555	57.0	12788.0	15.0	1
肉饼	5.75	NA	5.75	NA	274.0	19638.0	60.0	2
楼梯	6.25	6.617647	6.0	7.7727272727272725	248.0	29201.0	546.0	2
飞盘	NA	NA	NA	NA	NA	NA	NA	4
洗手间	NA	6.043478	NA	8.454545454545455	2847.0	298.0	639.0	1
肩膀	5.9	6.676471	6.5	6.714285714285714	2045.0	28363.0	511.0	1
越野滑雪选手	NA	NA	NA	NA	NA	NA	NA	1
塔克	NA	NA	NA	NA	277.0	19685.0	17.0	2
滑板	NA	NA	NA	NA	772.0	24133.0	106.0	17
电器	5.5	6.518519	5.35	9.117647058823529	307.0	20128.0	80.0	5
烤面包片	NA	NA	NA	NA	NA	NA	NA	1
婴儿车	NA	NA	NA	NA	182.0	17853.0	39.0	12
比基尼	NA	NA	NA	NA	557.0	22718.0	147.0	7
刀剑	5.25	5.394737	5.85	10.523809523809524	18.0	7782.0	5.0	1
甜品	5.55	6.52	5.85	7.6	298.0	2.0	84.0	35
船夫	5.6	5.307692	5.2	NA	48.0	12041.0	13.0	1
超市	5.65	6.84	5.55	7.947368421052632	1312.0	26435.0	276.0	2
浴袍	NA	NA	NA	NA	NA	NA	NA	44
靠枕	NA	NA	NA	NA	33.0	10414.0	5.0	1
小孩子	NA	NA	NA	NA	1887.0	28014.0	508.0	5
领导	4.65	5.64	4.8	12.909090909090908	2829.0	29773.0	611.0	1
黄色	5.65	6.647059	5.6	6.166666666666667	1961.0	28182.0	452.0	1
开会	5.75	6.711111	4.4	11.11111111111111	1708.0	27582.0	449.0	1
袖子	5.85	6.5	5.85	NA	486.0	22122.0	133.0	1
铁路	5.35	5.884615	5.6	10.7	724.0	23856.0	116.0	11
晚礼服	NA	NA	NA	NA	349.0	20682.0	79.0	2
大车	NA	5.826087	NA	8.75	9.0	4771.0	3.0	2
书桌	5.6	6.708333	5.75	8.25	233.0	18921.0	60.0	56
鹦鹉玩偶	NA	NA	NA	NA	NA	NA	NA	1
划船	5.4	5.2	5.2	8.227272727272727	352.0	20719.0	73.0	1
车	NA	NA	NA	NA	9.0	4771.0	2.0	946
蔬菜汁	NA	NA	NA	NA	NA	NA	NA	1
滑雪运动员	NA	NA	NA	NA	NA	NA	NA	11
福特	NA	NA	NA	NA	897.0	24786.0	174.0	1
美国酒店	NA	NA	NA	NA	NA	NA	NA	1
雪	NA	NA	NA	NA	2886.0	29859.0	507.0	3
蹲下	4.95	NA	5.4	NA	NA	NA	NA	1
飞翔伞	NA	NA	NA	NA	NA	NA	NA	1
铁窗	5.55	NA	5.65	NA	78.0	1415.0	24.0	1
打棒球	NA	NA	NA	NA	NA	NA	NA	1
车前盖	NA	NA	NA	NA	NA	NA	NA	7
熊椅	NA	NA	NA	NA	NA	NA	NA	1
椅	NA	NA	NA	NA	388.0	21139.0	97.0	1
恤衫	6.15	NA	6.25	NA	149.0	1699.0	43.0	1
火车座位	NA	NA	NA	NA	NA	NA	NA	1
运动上衣	NA	NA	NA	NA	NA	NA	NA	1
女士	5.55	6.32	5.65	10.333333333333334	31431.0	4023.0	3437.0	102
工作站	NA	NA	NA	NA	125.0	16232.0	26.0	1
木头路	NA	NA	NA	NA	NA	NA	NA	1
火警车	NA	NA	NA	NA	NA	NA	NA	1
各自	4.35	6.409091	3.1	NA	1443.0	26848.0	407.0	1
名牌	4.7	5.821429	4.75	13.88888888888889	462.0	21903.0	127.0	1
图片	5.7	6.477273	5.6	6.3125	1353.0	26571.0	321.0	2
红茶	5.75	5.771429	5.9	11.227272727272727	72.0	13802.0	20.0	2
院落	NA	6.30303	NA	11.095238095238095	6.0	301.0	1.0	1
拌饭	NA	NA	NA	NA	NA	NA	NA	1
肥肉	5.2	5.625	5.2	6.684210526315789	221.0	18692.0	61.0	1
挎包	NA	5.25	NA	13.15	NA	NA	NA	1
球服	NA	NA	NA	NA	NA	NA	NA	1
移动餐厅	NA	NA	NA	NA	NA	NA	NA	1
学习桌	NA	NA	NA	NA	NA	NA	NA	3
滑雪教练	NA	NA	NA	NA	NA	NA	NA	1
电动车	NA	6.212121	NA	NA	63.0	13222.0	17.0	1
便当	5.5	5.784314	5.45	14.444444444444445	2.0	18261.0	20.0	1
点心	5.8	6.21875	5.95	9.714285714285714	116.0	25899.0	281.0	4
女从	NA	NA	NA	NA	NA	NA	NA	1
踢足球踢足球	NA	NA	NA	NA	NA	NA	NA	1
游行	5.55	6.181818	4.75	11.863636363636363	1544.0	27143.0	254.0	2
石板路	NA	NA	NA	NA	NA	NA	NA	1
叉	NA	NA	NA	NA	632.0	23263.0	154.0	2
柜	NA	NA	NA	NA	6.0	301.0	2.0	1
少考	NA	NA	NA	NA	NA	NA	NA	1
指示牌	NA	NA	NA	NA	NA	NA	NA	4
本田旅行车	NA	NA	NA	NA	NA	NA	NA	1
海鸥	6.0	6.035714	6.1	7.777777777777778	28.0	19731.0	56.0	11
羊群	5.65	5.828947	5.2	8.318181818181818	119.0	16021.0	37.0	11
足球选手	NA	NA	NA	NA	NA	NA	NA	1
大厅	5.75	6.115385	5.4	9.35	2218.0	28716.0	550.0	1
狗脸	NA	NA	NA	NA	NA	NA	NA	1
太空人	NA	NA	NA	NA	179.0	17782.0	25.0	1
钢铁桥梁	NA	NA	NA	NA	NA	NA	NA	1
网球拍	NA	NA	NA	NA	45.0	11761.0	13.0	5
热带鸟	NA	NA	NA	NA	NA	NA	NA	1
长裙	5.8	6.384615	6.2	8.35	8.0	14314.0	22.0	1
匕首	5.7	6.088235	6.2	10.095238095238095	391.0	21173.0	82.0	3
罗里	NA	NA	NA	NA	101.0	15315.0	18.0	1
亚洲女孩	NA	NA	NA	NA	NA	NA	NA	1
座椅背	NA	NA	NA	NA	NA	NA	NA	1
海盗	5.8	5.588235	5.5	12.625	2805.0	29736.0	197.0	1
冲浪员	NA	NA	NA	NA	NA	NA	NA	1
零食	5.15	6.833333	5.7	7.0476190476190474	453.0	21818.0	122.0	2
沙子	5.35	6.481481	4.95	5.6	796.0	24265.0	164.0	2
薯条	5.8	6.142857	5.6	9.826086956521738	1082.0	25599.0	261.0	3
滑雪男孩	NA	NA	NA	NA	NA	NA	NA	1
雨伞桶	NA	NA	NA	NA	NA	NA	NA	1
煎蛋	5.5	NA	5.65	NA	NA	NA	NA	1
西红寺	NA	NA	NA	NA	NA	NA	NA	1
浸信会	NA	NA	NA	NA	NA	NA	NA	1
地铁	5.9	6.59375	6.2	11.56	1863.0	27959.0	279.0	2
机	NA	NA	NA	NA	7238.0	33852.0	1314.0	1
羊肉	5.85	5.952381	5.25	8.090909090909092	209.0	18451.0	51.0	4
桥面	NA	NA	NA	NA	12.0	6021.0	4.0	2
夏装	5.15	NA	5.15	NA	27.0	9542.0	8.0	1
烤肉架	NA	NA	NA	NA	NA	NA	NA	3
果汁	5.7	6.821429	6.0	9.722222222222221	138.0	26656.0	301.0	1
聚餐	5.35	5.782609	5.1	11.35	256.0	19345.0	68.0	2
幼鸟	NA	NA	NA	NA	NA	NA	NA	1
橄榄球服	NA	NA	NA	NA	NA	NA	NA	3
一碗水果	NA	NA	NA	NA	NA	NA	NA	1
窗户	5.95	6.771429	5.95	5.909090909090909	4075.0	31358.0	891.0	18
羽绒服	NA	NA	NA	NA	6.0	301.0	1.0	3
下半身	NA	NA	NA	NA	NA	NA	NA	3
开张	4.9	5.954545	4.8	11.105263157894736	632.0	23263.0	169.0	1
芝加哥披萨	NA	NA	NA	NA	NA	NA	NA	1
房屋	5.8	6.2	5.75	11.5625	1008.0	25289.0	233.0	28
短袖衫	NA	NA	NA	NA	NA	NA	NA	2
包馅面包	NA	NA	NA	NA	NA	NA	NA	1
电滑翔伞	NA	NA	NA	NA	NA	NA	NA	1
保险柜	NA	NA	NA	NA	534.0	22529.0	104.0	1
行李箱	NA	6.259259	NA	11.869565217391305	334.0	20492.0	79.0	5
女	NA	NA	NA	NA	2487.0	39213.0	3433.0	22
工业桥梁	NA	NA	NA	NA	NA	NA	NA	1
笔记本鼠标	NA	NA	NA	NA	NA	NA	NA	1
市政厅	NA	NA	NA	NA	423.0	21523.0	92.0	1
胸牌	NA	NA	NA	NA	NA	NA	NA	1
店员	5.15	6.038462	5.2	10.85	361.0	20828.0	96.0	1
小熊	NA	NA	NA	NA	8.0	14314.0	21.0	7
鸢尾花	NA	NA	NA	NA	NA	NA	NA	1
燕麦粥	NA	NA	NA	NA	NA	NA	NA	1
证书	5.4	6.644831	5.85	11.857142857142858	492.0	22175.0	139.0	1
网球护具	NA	NA	NA	NA	NA	NA	NA	1
火腿	6.05	6.125	5.85	7.476190476190476	787.0	24216.0	180.0	1
格子衬衫	NA	NA	NA	NA	NA	NA	NA	1
伞	NA	NA	NA	NA	677.0	2356.0	127.0	66
炒牛肉	NA	NA	NA	NA	NA	NA	NA	1
白酒	5.7	6.390741	5.45	9.304347826086957	128.0	16335.0	35.0	1
轻轨	NA	4.458333	NA	17.63157894736842	95.0	15051.0	4.0	1
餐食	NA	NA	NA	NA	NA	NA	NA	2
皮筏	5.05	NA	5.05	NA	15.0	699.0	2.0	3
蛋糕胚	NA	NA	NA	NA	NA	NA	NA	1
桌布	5.75	5.765957	6.0	8.956521739130435	134.0	16532.0	34.0	4
书桌狗	NA	NA	NA	NA	NA	NA	NA	1
琐事	4.1	5.714286	4.2	11.904761904761905	298.0	2.0	91.0	1
民间	3.65	6.5	3.95	11.61111111111111	307.0	20128.0	70.0	1
妇女	5.15	6.153846	5.65	9.80952380952381	1789.0	27782.0	371.0	4
通道	5.7	6.4	4.75	10.210526315789474	1854.0	27938.0	383.0	2
坡	NA	NA	NA	NA	474.0	22014.0	103.0	2
运动天	NA	NA	NA	NA	NA	NA	NA	1
半个人	NA	NA	NA	NA	NA	NA	NA	1
工作台	NA	NA	NA	NA	83.0	14472.0	23.0	1
支架	5.35	5.583333	4.95	12.117647058823529	233.0	18921.0	62.0	1
下颌	NA	NA	NA	NA	75.0	13979.0	14.0	1
狗子	NA	NA	NA	NA	3.0	0.0	1.0	1
竿	NA	NA	NA	NA	113.0	15798.0	33.0	1
烤香蕉	NA	NA	NA	NA	NA	NA	NA	1
幼儿	5.2	6.538324	4.3	9.61904762	69.0	13617.0	18.0	2
厕所	5.4	6.928571	5.75	7.05	5014.0	32258.0	1047.0	9
狗衣服	NA	NA	NA	NA	NA	NA	NA	2
棒球接球手	NA	NA	NA	NA	NA	NA	NA	2
童装	6.05	5.734694	5.3	7.875	15.0	699.0	5.0	3
斯卡特	NA	NA	NA	NA	21.0	8451.0	1.0	1
羊屁股	NA	NA	NA	NA	NA	NA	NA	1
照片	5.4	6.818182	5.7	7.625	25895.0	39389.0	2474.0	2
船	NA	NA	NA	NA	12648.0	36277.0	1133.0	463
背心	6.05	6.466667	6.35	7.0	411.0	21399.0	103.0	19
手	NA	NA	NA	NA	44744.0	41764.0	4720.0	27
把手	5.4	6.529412	4.15	7.2105263157894735	435.0	21644.0	134.0	1
门面	4.25	5.285714	4.65	12.565217391304348	78.0	1415.0	24.0	1
木舟	NA	NA	NA	NA	6.0	301.0	1.0	1
马尾	5.3	NA	5.85	NA	185.0	17924.0	51.0	1
少女	5.25	6.666667	5.55	11.65	1407.0	26739.0	308.0	2
沙皮狗	NA	NA	NA	NA	NA	NA	NA	1
商店板	NA	NA	NA	NA	NA	NA	NA	1
骑马	5.6	5.181818	5.95	7.684210526315789	984.0	25185.0	173.0	1
酱	NA	NA	NA	NA	1663.0	27466.0	367.0	6
女热	NA	NA	NA	NA	NA	NA	NA	1
河水	5.55	6.24	4.8	7.375	256.0	19345.0	68.0	2
手柄	NA	5.432432	NA	10.2	146.0	16902.0	30.0	2
帆船	6.15	6.111111	5.95	9.0	277.0	19685.0	66.0	55
棉条	6.1	NA	5.3	NA	NA	NA	NA	1
骑手	NA	6.392857	NA	NA	238.0	19031.0	33.0	3
越野车	NA	5.636364	NA	13.08695652173913	137.0	16628.0	28.0	9
装饰品	NA	6.153846	NA	11.2	268.0	19542.0	80.0	3
雪橇	6.05	NA	5.6	NA	563.0	22765.0	89.0	1
狗头	5.45	NA	5.8	NA	42.0	11461.0	12.0	3
车窗	NA	6.666667	NA	6.9	48.0	22068.0	129.0	1
滑翔伞	NA	5.333333	NA	11.052631578947368	39.0	11139.0	10.0	8
摊位	5.25	5.347826	5.45	12.631578947368421	8.0	14314.0	16.0	4
杯纸蛋糕	NA	NA	NA	NA	NA	NA	NA	1
车坐椅	NA	NA	NA	NA	NA	NA	NA	1
带伞的婴儿	NA	NA	NA	NA	NA	NA	NA	1
轮滑弯道	NA	NA	NA	NA	NA	NA	NA	1
管道	5.35	4.541667	4.45	11.318181818181818	1127.0	25775.0	240.0	1
赛艇	NA	NA	NA	NA	48.0	12041.0	8.0	4
玫瑰花玻璃瓶	NA	NA	NA	NA	NA	NA	NA	1
村妇	5.35	NA	4.95	NA	NA	NA	NA	1
双下巴	NA	NA	NA	NA	NA	NA	NA	1
苹果刀	NA	NA	NA	NA	NA	NA	NA	1
香蕉	6.45	6.742857	5.85	6.782608695652174	1177.0	25966.0	254.0	8
鸡蛋黄	NA	NA	NA	NA	NA	NA	NA	1
打击手	NA	NA	NA	NA	NA	NA	NA	1
西餐	5.05	5.4375	5.2	11.263157894736842	21.0	8451.0	6.0	4
八十	NA	NA	NA	NA	209.0	18451.0	61.0	2
妈妈	6.1	7.0	6.3	3.8947368421052633	76699.0	44104.0	4246.0	5
山羊	6.2	5.673469	5.9	5.9523809523809526	9.0	248.0	129.0	39
机尾	4.75	NA	4.3	NA	NA	NA	NA	1
引擎罩	NA	NA	NA	NA	NA	NA	NA	2
蓬	NA	NA	NA	NA	271.0	1959.0	67.0	2
小孩	5.5	6.916667	5.9	7.826086956521739	11503.0	35865.0	1846.0	422
发型	5.55	6.125	4.9	10.0	2716.0	29595.0	540.0	1
马尾巴	NA	NA	NA	NA	NA	NA	NA	2
车镜	NA	NA	NA	NA	NA	NA	NA	3
椅子	6.35	6.785714	6.2	6.619047619047619	3529.0	30734.0	762.0	50
城市	5.65	6.5	5.35	10.9	9983.0	35249.0	1717.0	1
病房	5.55	6.636364	4.95	9.380952380952381	972.0	25132.0	221.0	1
饭盒	6.0	6.136364	6.0	10.357142857142858	95.0	15051.0	19.0	2
小屋	5.3	5.565217	5.55	6.434782608695652	1341.0	26532.0	307.0	7
越南粉	NA	NA	NA	NA	NA	NA	NA	1
铁轨	5.5	5.632653	6.0	9.68421052631579	331.0	20453.0	61.0	41
销售员	NA	NA	NA	NA	331.0	20453.0	68.0	1
军用机	NA	NA	NA	NA	6.0	301.0	2.0	1
长袖恤	NA	NA	NA	NA	NA	NA	NA	1
等待	4.15	6.592593	4.35	9.8	5685.0	32804.0	1322.0	1
麋鹿	NA	4.740741	NA	12.11111111111111	137.0	16628.0	34.0	1
毛衣	5.65	6.636364	5.75	6.045454545454546	999.0	2525.0	227.0	49
黑伞	NA	NA	NA	NA	NA	NA	NA	1
手撕猪肉包子	NA	NA	NA	NA	NA	NA	NA	1
女主	NA	NA	NA	NA	NA	NA	NA	1
水禽	NA	NA	NA	NA	3.0	0.0	1.0	1
限高栏	NA	NA	NA	NA	NA	NA	NA	1
打球	5.45	6.030303	5.4	8.227272727272727	172.0	27612.0	238.0	5
羊	NA	NA	NA	NA	2078.0	28432.0	302.0	493
电脑桌	NA	NA	NA	NA	NA	NA	NA	11
鸡扒	NA	NA	NA	NA	NA	NA	NA	2
蝴蝶	5.9	6.333333	5.55	7.086956521739131	1172.0	25944.0	179.0	1
酒	NA	NA	NA	NA	18893.0	3802.0	2594.0	18
店铺	5.6	6.848485	5.7	10.047619047619047	361.0	20828.0	82.0	30
电瓶车	NA	NA	NA	NA	12.0	6021.0	4.0	1
发夹	5.4	NA	5.9	NA	158.0	17243.0	32.0	1
烧烤	5.95	6.857143	5.55	9.636363636363637	859.0	24594.0	196.0	51
鸡蛋卷	NA	NA	NA	NA	NA	NA	NA	1
餐点	NA	NA	NA	NA	NA	NA	NA	1
婚车	NA	NA	NA	NA	NA	NA	NA	1
花瓣	6.05	6.481481	5.85	6.368421052631579	253.0	19294.0	62.0	9
汽车架	NA	NA	NA	NA	NA	NA	NA	1
猫	NA	NA	NA	NA	9.0	4771.0	1.0	24
西兰花	NA	NA	NA	NA	NA	NA	NA	1
羊羔	NA	5.695652	NA	9.238095238095237	241.0	19085.0	57.0	7
运动衫	NA	NA	NA	NA	337.0	20531.0	77.0	4
曲奇饼	NA	NA	NA	NA	NA	NA	NA	1
躺椅	5.35	NA	4.55	NA	125.0	16232.0	35.0	1
旅行车	NA	NA	NA	NA	212.0	18513.0	33.0	6
咸蛋	5.9	5.428571	5.9	9.523809523809524	12.0	6021.0	3.0	1
乐师	NA	NA	NA	NA	69.0	13617.0	16.0	1
打鸡蛋	NA	NA	NA	NA	NA	NA	NA	1
国防部大楼	NA	NA	NA	NA	NA	NA	NA	1
汽车	6.05	6.428571	5.75	5.882352941176471	7074.0	33753.0	1309.0	235
乘客	5.2	6.409091	5.3	10.619047619047619	1857.0	27945.0	286.0	1
玩	NA	NA	NA	NA	38851.0	4115.0	4171.0	1
马夹	NA	NA	NA	NA	NA	NA	NA	2
蛋	NA	NA	NA	NA	7703.0	34123.0	1322.0	5
车镜子	NA	NA	NA	NA	NA	NA	NA	1
鲨鱼人偶	NA	NA	NA	NA	NA	NA	NA	1
肉丸	6.2	6.0	6.1	7.473684210526316	277.0	19685.0	49.0	1
汉堡	NA	5.869565	NA	11.409090909090908	209.0	28457.0	392.0	35
起重机	NA	NA	NA	NA	253.0	19294.0	50.0	1
越南拌粉	NA	NA	NA	NA	NA	NA	NA	1
书包	6.0	6.461538	6.05	7.380952380952381	277.0	19685.0	65.0	10
僧人	5.75	4.619048	5.6	11.19047619047619	95.0	15051.0	21.0	1
